timestamp,open,high,low,close,volume,year_month
2017-12-01,9837.00000000,10898.00000000,9380.00000000,10782.99000000,6134.92363300,2017_12
2017-12-02,10775.04000000,11190.00000000,10620.00000000,10890.01000000,4765.43975700,2017_12
2017-12-03,10902.69000000,11825.00000000,10500.00000000,11165.41000000,5346.63652400,2017_12
2017-12-04,11165.41000000,11600.00000000,10802.00000000,11579.00000000,4663.42456200,2017_12
2017-12-05,11571.03000000,11853.00000000,11447.68000000,11699.99000000,5550.73205500,2017_12
2017-12-06,11699.99000000,13615.23000000,11665.58000000,13550.05000000,6707.94631900,2017_12
2017-12-07,13541.01000000,16649.96000000,13050.00000000,16599.00000000,7487.06569500,2017_12
2017-12-08,16599.00000000,17204.99000000,14015.00000000,15880.00000000,17589.01313600,2017_12
2017-12-09,15880.01000000,16269.30000000,12535.00000000,14656.07000000,13918.75868700,2017_12
2017-12-10,14664.01000000,15720.12000000,12368.00000000,14899.98000000,16553.03717300,2017_12
2017-12-11,14946.26000000,17470.00000000,14901.08000000,16587.97000000,11820.40176200,2017_12
2017-12-12,16587.97000000,16976.45000000,15875.00000000,16349.99000000,9436.80241100,2017_12
2017-12-13,16349.99000000,16546.00000000,14666.56000000,16033.29000000,12416.32880100,2017_12
2017-12-14,16030.34000000,16445.00000000,15450.00000000,16334.98000000,11616.86715100,2017_12
2017-12-15,16334.98000000,17991.00000000,16298.45000000,17539.83000000,9181.27394700,2017_12
2017-12-16,17516.81000000,19539.00000000,17190.01000000,19102.66000000,4202.62870900,2017_12
2017-12-17,19120.19000000,19798.68000000,18510.00000000,18860.02000000,9177.18343400,2017_12
2017-12-18,18860.04000000,19300.00000000,17029.98000000,18856.25000000,10624.63307100,2017_12
2017-12-19,18856.25000000,18950.00000000,16300.00000000,17295.20000000,13210.74822000,2017_12
2017-12-20,17295.20000000,17720.35000000,14777.66000000,16488.98000000,13450.49669300,2017_12
2017-12-21,16480.52000000,17309.50000000,14022.00000000,15492.64000000,20324.21730000,2017_12
2017-12-22,15514.03000000,15699.34000000,10961.00000000,13326.61000000,36076.27117500,2017_12
2017-12-23,13326.61000000,14950.00000000,12978.18000000,13300.00000000,13141.53887500,2017_12
2017-12-24,13300.00000000,13819.99000000,11640.00000000,13500.00000000,28557.53498800,2017_12
2017-12-25,13500.00000000,14300.00000000,12708.00000000,13699.34000000,15748.20760700,2017_12
2017-12-26,13699.34000000,16050.00000000,13533.00000000,15689.01000000,15034.66810400,2017_12
2017-12-27,15709.98000000,16498.05000000,14200.15000000,15459.99000000,14959.86472300,2017_12
2017-12-28,15459.97000000,15539.99000000,13150.00000000,14182.11000000,21717.85801400,2017_12
2017-12-29,14199.14000000,14981.00000000,13850.00000000,14378.90000000,18072.00811600,2017_12
2017-12-30,14378.99000000,14398.85000000,11750.00000000,12440.01000000,19221.15803900,2017_12
2017-12-31,12345.10000000,14050.11000000,12149.98000000,13716.36000000,11768.98971800,2017_12
