timestamp,open,high,low,close,volume,year_month
2018-01-01,13715.65000000,13818.55000000,12750.00000000,13380.00000000,8609.91584400,2018_01
2018-01-02,13382.16000000,15473.49000000,12890.02000000,14675.11000000,20078.09211100,2018_01
2018-01-03,14690.00000000,15307.56000000,14150.00000000,14919.51000000,15905.66763900,2018_01
2018-01-04,14919.51000000,15280.00000000,13918.04000000,15059.54000000,21329.64957400,2018_01
2018-01-05,15059.56000000,17176.24000000,14600.00000000,16960.39000000,23251.49112500,2018_01
2018-01-06,16960.39000000,17143.13000000,16011.21000000,17069.79000000,18571.45750800,2018_01
2018-01-07,17069.79000000,17099.96000000,15610.00000000,16150.03000000,12493.12555800,2018_01
2018-01-08,16218.85000000,16322.30000000,12812.00000000,14902.54000000,26600.60991200,2018_01
2018-01-09,14902.54000000,15500.00000000,14011.05000000,14400.00000000,14315.00425300,2018_01
2018-01-10,14401.00000000,14955.66000000,13131.31000000,14907.09000000,17411.00165500,2018_01
2018-01-11,14940.00000000,14968.68000000,11400.00000000,13238.78000000,33554.72375100,2018_01
2018-01-12,13238.76000000,14109.78000000,12500.00000000,13740.01000000,16417.16213700,2018_01
2018-01-13,13749.95000000,14580.00000000,13706.15000000,14210.00000000,12221.50852800,2018_01
2018-01-14,14210.00000000,14339.50000000,12569.20000000,13474.99000000,17017.89432900,2018_01
2018-01-15,13477.98000000,14249.99000000,13147.79000000,13539.93000000,14652.09470500,2018_01
2018-01-16,13500.00000000,13542.93000000,9035.00000000,10900.00000000,63401.16917500,2018_01
2018-01-17,10899.99000000,11680.99000000,9037.94000000,10988.79000000,72331.79664600,2018_01
2018-01-18,10972.59000000,11878.82000000,10435.33000000,10961.97000000,48464.43493700,2018_01
2018-01-19,10960.00000000,11795.00000000,10360.00000000,11474.98000000,34129.37542100,2018_01
2018-01-20,11474.98000000,13099.00000000,11412.45000000,12799.94000000,28768.85782700,2018_01
2018-01-21,12799.80000000,12799.80000000,10965.00000000,11530.00000000,41379.77342600,2018_01
2018-01-22,11530.00000000,11926.35000000,9900.24000000,10760.05000000,43752.60679100,2018_01
2018-01-23,10760.05000000,11399.00000000,9905.00000000,10799.18000000,37473.92255200,2018_01
2018-01-24,10799.14000000,11570.48000000,10500.00000000,11349.99000000,27158.58776200,2018_01
2018-01-25,11349.96000000,11794.05000000,10950.21000000,11175.27000000,20839.95418300,2018_01
2018-01-26,11184.70000000,11643.00000000,10311.15000000,11089.00000000,33056.87196000,2018_01
2018-01-27,11089.00000000,11650.00000000,10842.69000000,11491.00000000,18860.76834500,2018_01
2018-01-28,11499.98000000,12244.00000000,11408.00000000,11879.95000000,16887.33952400,2018_01
2018-01-29,11879.95000000,11975.02000000,11139.55000000,11251.00000000,14170.37753800,2018_01
2018-01-30,11250.11000000,11308.42000000,9900.00000000,10237.51000000,25554.37294600,2018_01
2018-01-31,10230.00000000,10425.85000000,9700.00000000,10285.10000000,18015.95680500,2018_01
