timestamp,open,high,low,close,volume,year_month
2019-06-01,8555.00000000,8626.00000000,8442.36000000,8544.07000000,31868.23415700,2019_06
2019-06-02,8545.10000000,8814.78000000,8524.00000000,8725.98000000,27835.13326500,2019_06
2019-06-03,8726.00000000,8800.95000000,8080.80000000,8115.82000000,45692.96510400,2019_06
2019-06-04,8115.66000000,8115.66000000,7481.02000000,7687.03000000,74143.94894100,2019_06
2019-06-05,7687.04000000,7896.70000000,7572.78000000,7776.50000000,48679.65645500,2019_06
2019-06-06,7778.08000000,7868.13000000,7444.58000000,7786.70000000,36624.11874700,2019_06
2019-06-07,7787.57000000,8100.00000000,7737.49000000,7980.53000000,33942.22565800,2019_06
2019-06-08,7978.94000000,8044.65000000,7751.00000000,7893.62000000,22657.32963400,2019_06
2019-06-09,7895.28000000,7935.00000000,7506.66000000,7628.13000000,31568.46515700,2019_06
2019-06-10,7627.57000000,8020.00000000,7511.00000000,7982.75000000,36756.07846800,2019_06
2019-06-11,7981.00000000,8010.00000000,7692.23000000,7884.90000000,30334.99942700,2019_06
2019-06-12,7884.90000000,8200.00000000,7788.99000000,8127.64000000,41597.08262200,2019_06
2019-06-13,8127.64000000,8309.82000000,8010.03000000,8218.54000000,30467.76434100,2019_06
2019-06-14,8216.44000000,8684.41000000,8144.32000000,8650.00000000,39835.24625500,2019_06
2019-06-15,8650.88000000,8864.99000000,8567.63000000,8808.70000000,31791.63603900,2019_06
2019-06-16,8810.77000000,9333.00000000,8760.00000000,8953.33000000,63289.25121900,2019_06
2019-06-17,8953.00000000,9444.00000000,8950.00000000,9313.96000000,47895.48537400,2019_06
2019-06-18,9312.13000000,9336.36000000,8950.00000000,9081.55000000,51554.56940100,2019_06
2019-06-19,9081.97000000,9304.00000000,8960.00000000,9255.49000000,32147.70649500,2019_06
2019-06-20,9253.76000000,9590.00000000,9175.20000000,9517.12000000,34556.05398200,2019_06
2019-06-21,9518.06000000,10174.99000000,9518.06000000,10159.86000000,50484.41589200,2019_06
2019-06-22,10159.86000000,11160.00000000,9921.72000000,10729.50000000,104169.44797600,2019_06
2019-06-23,10729.00000000,11392.64000000,10555.18000000,10906.07000000,57445.32394500,2019_06
2019-06-24,10905.95000000,11143.63000000,10620.80000000,11056.59000000,43101.04528500,2019_06
2019-06-25,11056.59000000,11850.00000000,11026.00000000,11820.86000000,61276.68664800,2019_06
2019-06-26,11821.28000000,13970.00000000,11741.00000000,13093.80000000,155930.14738600,2019_06
2019-06-27,13098.38000000,13478.04000000,10525.10000000,11329.99000000,173894.82088900,2019_06
2019-06-28,11329.99000000,12480.00000000,10982.88000000,12400.63000000,95795.20396400,2019_06
2019-06-29,12407.06000000,12441.54000000,11475.02000000,11903.13000000,69642.07415700,2019_06
2019-06-30,11903.13000000,12180.00000000,10766.03000000,10854.10000000,84512.53044300,2019_06
