timestamp,open,high,low,close,volume,year_month
2025-01-01,93576.00000000,95151.15000000,92888.00000000,94591.79000000,10373.32613000,2025_01
2025-01-02,94591.78000000,97839.50000000,94392.00000000,96984.79000000,21970.48948000,2025_01
2025-01-03,96984.79000000,98976.91000000,96100.01000000,98174.18000000,15253.82936000,2025_01
2025-01-04,98174.17000000,98778.43000000,97514.79000000,98220.50000000,8990.05651000,2025_01
2025-01-05,98220.51000000,98836.85000000,97276.79000000,98363.61000000,8095.63723000,2025_01
2025-01-06,98363.61000000,102480.00000000,97920.00000000,102235.60000000,25263.43375000,2025_01
2025-01-07,102235.60000000,102724.38000000,96181.81000000,96954.61000000,32059.87537000,2025_01
2025-01-08,96954.60000000,97268.65000000,92500.90000000,95060.61000000,33704.67894000,2025_01
2025-01-09,95060.61000000,95382.32000000,91203.67000000,92552.49000000,34544.83685000,2025_01
2025-01-10,92552.49000000,95836.00000000,92206.02000000,94726.11000000,31482.86424000,2025_01
2025-01-11,94726.10000000,95050.94000000,93831.73000000,94599.99000000,7047.90430000,2025_01
2025-01-12,94599.99000000,95450.10000000,93711.19000000,94545.06000000,8606.86622000,2025_01
2025-01-13,94545.07000000,95940.00000000,89256.69000000,94536.10000000,42619.56423000,2025_01
2025-01-14,94536.11000000,97371.00000000,94346.22000000,96560.86000000,27846.61753000,2025_01
2025-01-15,96560.85000000,100681.94000000,96500.00000000,100497.35000000,30509.99179000,2025_01
2025-01-16,100497.35000000,100866.66000000,97335.13000000,99987.30000000,27832.85317000,2025_01
2025-01-17,99987.30000000,105865.22000000,99950.77000000,104077.48000000,39171.85292000,2025_01
2025-01-18,104077.47000000,104988.88000000,102277.55000000,104556.23000000,24307.82998000,2025_01
2025-01-19,104556.23000000,106422.43000000,99651.60000000,101331.57000000,43397.28298000,2025_01
2025-01-20,101331.57000000,109588.00000000,99550.00000000,102260.01000000,89529.23173200,2025_01
2025-01-21,102260.00000000,107240.81000000,100119.04000000,106143.82000000,45941.02002000,2025_01
2025-01-22,106143.82000000,106394.46000000,103339.12000000,103706.66000000,22248.69254000,2025_01
2025-01-23,103706.66000000,106850.00000000,101262.28000000,103910.34000000,53953.12031000,2025_01
2025-01-24,103910.35000000,107120.00000000,102750.00000000,104870.50000000,23609.24017000,2025_01
2025-01-25,104870.51000000,105286.52000000,104106.09000000,104746.85000000,9068.32377000,2025_01
2025-01-26,104746.86000000,105500.00000000,102520.44000000,102620.00000000,9812.51238000,2025_01
2025-01-27,102620.01000000,103260.00000000,97777.77000000,102082.83000000,50758.13410000,2025_01
2025-01-28,102082.83000000,103800.00000000,100272.68000000,101335.52000000,22022.05765000,2025_01
2025-01-29,101335.52000000,104782.68000000,101328.01000000,103733.24000000,23155.35802000,2025_01
2025-01-30,103733.25000000,106457.44000000,103278.54000000,104722.94000000,19374.07472000,2025_01
2025-01-31,104722.94000000,106012.00000000,101560.00000000,102429.56000000,21983.18193000,2025_01
