timestamp,open,high,low,close,volume,year_month
2019-07-01,10854.10000000,11282.28000000,10030.00000000,10624.93000000,90962.26827100,2019_07
2019-07-02,10624.90000000,10938.75000000,9727.00000000,10842.85000000,109561.03872800,2019_07
2019-07-03,10844.98000000,11991.89000000,10841.04000000,11940.00000000,96815.90029000,2019_07
2019-07-04,11940.00000000,12000.00000000,11055.00000000,11145.67000000,66512.22189200,2019_07
2019-07-05,11145.67000000,11406.83000000,10796.44000000,10970.73000000,63534.35058200,2019_07
2019-07-06,10982.41000000,11665.00000000,10964.51000000,11256.49000000,51469.49633100,2019_07
2019-07-07,11256.45000000,11538.00000000,11094.37000000,11406.24000000,38884.79559900,2019_07
2019-07-08,11410.00000000,12338.03000000,11220.00000000,12238.60000000,52182.36721500,2019_07
2019-07-09,12238.60000000,12794.73000000,12068.00000000,12543.41000000,78442.13034300,2019_07
2019-07-10,12548.51000000,13147.08000000,11569.00000000,12108.37000000,109246.04499700,2019_07
2019-07-11,12108.11000000,12111.73000000,11000.00000000,11342.89000000,87506.46105800,2019_07
2019-07-12,11342.88000000,11885.00000000,11073.00000000,11757.22000000,56321.85828100,2019_07
2019-07-13,11757.22000000,11799.98000000,10830.00000000,11355.76000000,54245.59454800,2019_07
2019-07-14,11355.78000000,11452.00000000,10103.00000000,10174.18000000,72517.57923600,2019_07
2019-07-15,10174.18000000,11100.00000000,9860.00000000,10838.72000000,81922.42633200,2019_07
2019-07-16,10833.78000000,11028.00000000,9350.01000000,9439.59000000,97219.44341300,2019_07
2019-07-17,9430.17000000,9957.00000000,9060.00000000,9667.92000000,84942.67271700,2019_07
2019-07-18,9668.86000000,10788.00000000,9252.00000000,10627.16000000,80283.31025200,2019_07
2019-07-19,10628.64000000,10769.71000000,10121.84000000,10504.29000000,56546.93213300,2019_07
2019-07-20,10505.78000000,11068.99000000,10350.00000000,10740.23000000,47331.89984800,2019_07
2019-07-21,10740.27000000,10817.90000000,10288.00000000,10589.45000000,38834.28793500,2019_07
2019-07-22,10590.15000000,10683.16000000,10100.00000000,10340.31000000,40467.95483900,2019_07
2019-07-23,10343.08000000,10343.97000000,9822.00000000,9864.91000000,47624.37071000,2019_07
2019-07-24,9864.78000000,9937.00000000,9525.00000000,9763.28000000,43475.38037700,2019_07
2019-07-25,9763.40000000,10175.00000000,9720.03000000,9879.87000000,37873.35472800,2019_07
2019-07-26,9882.15000000,9889.98000000,9637.00000000,9824.00000000,27167.46321700,2019_07
2019-07-27,9824.00000000,10188.66000000,9333.00000000,9476.52000000,43809.77830100,2019_07
2019-07-28,9478.92000000,9594.99000000,9165.00000000,9541.54000000,29401.02293700,2019_07
2019-07-29,9541.54000000,9729.00000000,9395.00000000,9507.64000000,29021.93741100,2019_07
2019-07-30,9509.07000000,9714.28000000,9402.00000000,9574.21000000,32536.36883400,2019_07
2019-07-31,9575.00000000,10109.80000000,9555.00000000,10080.53000000,39515.35456000,2019_07
