timestamp,open,high,low,close,volume,year_month
2022-11-01,20490.74000000,20700.00000000,20330.74000000,20483.62000000,279932.43771000,2022_11
2022-11-02,20482.81000000,20800.00000000,20048.04000000,20151.84000000,373716.27299000,2022_11
2022-11-03,20151.84000000,20393.32000000,20031.24000000,20207.82000000,319185.15440000,2022_11
2022-11-04,20207.12000000,21302.05000000,20180.96000000,21148.52000000,453694.39165000,2022_11
2022-11-05,21148.52000000,21480.65000000,21080.65000000,21299.37000000,245621.98525000,2022_11
2022-11-06,21299.37000000,21365.27000000,20886.13000000,20905.58000000,230036.97217000,2022_11
2022-11-07,20905.58000000,21069.77000000,20384.89000000,20591.13000000,386977.60337000,2022_11
2022-11-08,20590.67000000,20700.88000000,17166.83000000,18547.23000000,760705.36278300,2022_11
2022-11-09,18545.38000000,18587.76000000,15588.00000000,15922.81000000,731926.92972900,2022_11
2022-11-10,15922.68000000,18199.00000000,15754.26000000,17601.15000000,608448.36432000,2022_11
2022-11-11,17602.45000000,17695.00000000,16361.60000000,17070.31000000,393552.86492000,2022_11
2022-11-12,17069.98000000,17119.10000000,16631.39000000,16812.08000000,167819.96035000,2022_11
2022-11-13,16813.16000000,16954.28000000,16229.00000000,16329.85000000,184960.78846000,2022_11
2022-11-14,16331.78000000,17190.00000000,15815.21000000,16619.46000000,380210.77750000,2022_11
2022-11-15,16617.72000000,17134.69000000,16527.72000000,16900.57000000,282461.84391000,2022_11
2022-11-16,16900.57000000,17015.92000000,16378.61000000,16662.76000000,261493.40809000,2022_11
2022-11-17,16661.61000000,16751.00000000,16410.74000000,16692.56000000,228038.97873000,2022_11
2022-11-18,16692.56000000,17011.00000000,16546.04000000,16700.45000000,214224.18184000,2022_11
2022-11-19,16699.43000000,16822.41000000,16553.53000000,16700.68000000,104963.15558000,2022_11
2022-11-20,16700.68000000,16753.33000000,16180.00000000,16280.23000000,154842.13478000,2022_11
2022-11-21,16279.50000000,16319.00000000,15476.00000000,15781.29000000,324096.99775300,2022_11
2022-11-22,15781.29000000,16315.00000000,15616.63000000,16226.94000000,239548.06623000,2022_11
2022-11-23,16227.96000000,16706.00000000,16160.20000000,16603.11000000,264927.70408000,2022_11
2022-11-24,16603.11000000,16812.63000000,16458.05000000,16598.95000000,206565.92346000,2022_11
2022-11-25,16599.55000000,16666.00000000,16342.81000000,16522.14000000,182089.49533000,2022_11
2022-11-26,16521.35000000,16701.99000000,16385.00000000,16458.57000000,181804.81666000,2022_11
2022-11-27,16457.61000000,16600.00000000,16401.00000000,16428.78000000,162025.47607000,2022_11
2022-11-28,16428.77000000,16487.04000000,15995.27000000,16212.91000000,252695.40367000,2022_11
2022-11-29,16212.18000000,16548.71000000,16100.00000000,16442.53000000,248106.25009000,2022_11
2022-11-30,16442.91000000,17249.00000000,16428.30000000,17163.64000000,303019.80719000,2022_11
