timestamp,open,high,low,close,volume,year_month
2024-03-01,61130.99000000,63114.23000000,60777.00000000,62387.90000000,47737.93473000,2024_03
2024-03-02,62387.90000000,62433.19000000,61561.12000000,61987.28000000,25534.73659000,2024_03
2024-03-03,61987.28000000,63231.88000000,61320.00000000,63113.97000000,28994.90903000,2024_03
2024-03-04,63113.97000000,68499.00000000,62300.00000000,68245.71000000,84835.16005000,2024_03
2024-03-05,68245.71000000,69000.00000000,59005.00000000,63724.01000000,132696.78130000,2024_03
2024-03-06,63724.01000000,67641.10000000,62779.14000000,66074.04000000,78738.85491000,2024_03
2024-03-07,66074.04000000,67980.00000000,65551.00000000,66823.17000000,53059.88690000,2024_03
2024-03-08,66823.18000000,69990.00000000,66082.66000000,68124.19000000,74261.93284200,2024_03
2024-03-09,68124.20000000,68541.10000000,67861.10000000,68313.27000000,19872.89743000,2024_03
2024-03-10,68313.28000000,69887.61000000,68094.75000000,68955.88000000,38404.66835000,2024_03
2024-03-11,68955.88000000,72800.00000000,67024.96000000,72078.10000000,75292.82572600,2024_03
2024-03-12,72078.10000000,73000.00000000,68620.82000000,71452.01000000,68783.54669100,2024_03
2024-03-13,71452.00000000,73650.25000000,71333.31000000,73072.41000000,52659.71164700,2024_03
2024-03-14,73072.40000000,73777.00000000,68555.00000000,71388.94000000,71757.62874600,2024_03
2024-03-15,71388.94000000,72419.71000000,65600.00000000,69499.85000000,103334.03546000,2024_03
2024-03-16,69499.84000000,70043.00000000,64780.00000000,65300.63000000,55926.95336000,2024_03
2024-03-17,65300.64000000,68904.40000000,64533.00000000,68393.48000000,49742.21589000,2024_03
2024-03-18,68393.47000000,68956.00000000,66565.20000000,67609.99000000,55691.08088000,2024_03
2024-03-19,67610.00000000,68124.11000000,61555.00000000,61937.40000000,101005.32487000,2024_03
2024-03-20,61937.41000000,68100.00000000,60775.00000000,67840.51000000,90420.58592000,2024_03
2024-03-21,67840.51000000,68240.47000000,64529.01000000,65501.27000000,53357.48002000,2024_03
2024-03-22,65501.28000000,66649.62000000,62260.00000000,63796.64000000,51482.37821000,2024_03
2024-03-23,63796.64000000,65999.00000000,63000.00000000,63990.01000000,26410.11409000,2024_03
2024-03-24,63990.02000000,67628.69000000,63772.29000000,67209.99000000,31395.78015000,2024_03
2024-03-25,67210.00000000,71150.00000000,66385.06000000,69880.01000000,53431.14486000,2024_03
2024-03-26,69880.00000000,71561.10000000,69280.00000000,69988.00000000,38934.38417000,2024_03
2024-03-27,69987.99000000,71769.54000000,68359.18000000,69469.99000000,49119.35685000,2024_03
2024-03-28,69469.99000000,71552.06000000,68903.62000000,70780.60000000,35439.03239000,2024_03
2024-03-29,70780.60000000,70916.16000000,69009.00000000,69850.54000000,25445.08353000,2024_03
2024-03-30,69850.53000000,70321.10000000,69540.00000000,69582.18000000,13644.61142000,2024_03
2024-03-31,69582.17000000,71366.00000000,69562.99000000,71280.01000000,19396.34433000,2024_03
